FeatureID,FeatureName,WTY_ClusterD Average,WTY_ClusterD Log2 Fold Change,WTY_ClusterD P-Value,WTY_ClusterCp Average,WTY_ClusterCp Log2 Fold Change,WTY_ClusterCp P-Value,WTY_ClusterC Average,WTY_ClusterC Log2 Fold Change,WTY_ClusterC P-Value,WTY_ClusterB Average,WTY_ClusterB Log2 Fold Change,WTY_ClusterB P-Value,WTY_ClusterA Average,WTY_ClusterA Log2 Fold Change,WTY_ClusterA P-Value
ENSMUSG00000014313,Cox6c,1.816517635,-0.403055329,0.158377258,2.863665814,0.515410424,0.092994753,1.959699918,-0.180446419,1,2.251128138,0.048703244,1,2.10178438,-0.068318782,1
ENSMUSG00000059895,Ptp4a3,1.522110053,0.3868817,0.158957226,0.957954606,-0.532898501,0.12331538,2.022471556,0.737119667,0.100743909,1.115101816,-0.275593915,0.597283243,0.844624049,-0.651208842,0.523252269
ENSMUSG00000024335,Brd2,0.908986007,0.385075134,0.163307845,0.605300988,-0.435816763,0.242389861,1.036497535,0.479942045,0.423920561,0.670456057,-0.264270238,0.629803531,0.616849276,-0.344726965,1
ENSMUSG00000034708,Grn,0.617279412,-0.407309961,0.165510976,0.239488652,-1.897999113,1.83E-09,0.250321044,-1.673475776,0.001322405,0.346416827,-1.349322051,4.02E-06,4.854633131,3.549950826,7.25E-35
ENSMUSG00000015733,Capza2,1.14334857,0.380015868,0.168940835,0.697412007,-0.59146636,0.078397532,1.083193509,0.173616539,1,0.939859075,-0.064717982,1,0.949224481,-0.037038338,1
ENSMUSG00000064370,mt-Cytb,12.26684407,0.3751341,0.173966078,9.119319933,-0.248614501,0.627910346,7.142953098,-0.597370027,0.382780901,10.0992711,-0.065757863,1,11.25774368,0.115327557,1
ENSMUSG00000071415,Rpl23,11.64831805,-0.389316208,0.175712641,18.46135115,0.540026311,0.072706862,14.69774938,0.079074489,1,13.04410474,-0.132630404,0.959385361,13.87861993,-0.012661484,1
ENSMUSG00000061904,Slc25a3,1.772055234,-0.387380522,0.180398909,2.965645871,0.654648579,0.022359036,2.485603763,0.251738265,0.867982566,1.881171242,-0.230833846,0.721227907,1.64721241,-0.394024233,0.818400585
ENSMUSG00000020180,Snrpd3,0.677947735,-0.389578706,0.181131848,1.189876996,0.753090717,0.007008749,0.555758649,-0.597291052,0.476276446,0.817799455,0.009261985,1,0.653019519,-0.339994223,1
ENSMUSG00000033220,Rac2,5.36229025,0.369837806,0.181626278,2.85478368,-0.829606169,0.008023283,4.04188108,-0.198202445,1,4.509231112,-0.029313014,1,6.923179991,0.656919925,0.234334348
ENSMUSG00000079197,Psme2,0.609591987,-0.388724367,0.183140205,0.912557032,0.425286931,0.201075567,0.631543919,-0.232244647,1,0.465570266,-0.81870474,0.007665986,1.789938233,1.470449306,9.37E-05
ENSMUSG00000062647,Rpl7a,5.129174296,-0.381961362,0.186967427,8.696267178,0.687547127,0.014837346,6.555808631,0.105589864,1,5.054721367,-0.362831976,0.398031073,6.343478532,0.051283293,1
ENSMUSG00000009585,Apobec3,2.524176227,0.367251886,0.187525741,1.049078723,-1.238545719,4.29E-05,2.630284733,0.319371927,0.730275179,2.576620459,0.35416272,0.357005743,1.70879958,-0.360858135,0.877346948
ENSMUSG00000021290,2010107E04Rik,1.154568054,-0.381843584,0.189877984,1.759649447,0.468003635,0.140335769,1.328155999,-0.062164214,1,1.396420179,0.021646934,1,1.334388688,-0.053600117,1
ENSMUSG00000029622,Arpc1b,2.231430791,0.364483601,0.19135217,1.707014579,-0.204840153,0.738702155,1.737702661,-0.149868839,1,1.297319392,-0.705801603,0.024748286,3.27096304,0.861887431,0.065412832
ENSMUSG00000061518,Cox5b,1.841242055,-0.377541809,0.195139519,2.696879074,0.392693418,0.246837889,1.830329103,-0.289449683,0.907738562,2.474322872,0.233871631,0.655253403,1.925821037,-0.205324756,1
ENSMUSG00000034566,Atp5h,1.694765453,-0.376151368,0.197673391,2.352449653,0.288303449,0.47377981,1.655793329,-0.315470219,0.860458309,2.260718537,0.220364538,0.698426969,2.233756888,0.155906267,1
ENSMUSG00000021486,Prelid1,1.068552007,-0.374217971,0.202350934,1.592204772,0.430149341,0.189365672,1.167399365,-0.137962439,1,1.355152402,0.121630032,0.954387933,1.147672029,-0.161415965,1
ENSMUSG00000093674,Rpl41,14.50430014,-0.367624766,0.210212961,25.65127419,0.792572502,0.003685132,15.59109696,-0.159197404,1,14.70731238,-0.297844554,0.551335692,15.54929412,-0.160265806,1
ENSMUSG00000031311,Nono,1.137115523,-0.369449366,0.210290664,1.494172329,0.188726185,0.727704636,1.041090581,-0.411488886,0.689749591,1.773061292,0.551823832,0.06989682,0.917942108,-0.595303513,0.496217734
ENSMUSG00000060802,B2m,5.632388949,0.352149122,0.212078111,3.40876567,-0.624743331,0.058241043,8.195526296,0.867978672,0.034087482,3.743742922,-0.478329731,0.189799218,4.810642295,-0.011561545,1
ENSMUSG00000031167,Rbm3,4.949870313,-0.36591021,0.214109026,6.584622048,0.2155839,0.65900947,3.726491875,-0.712043411,0.252021837,7.731895703,0.559420077,0.062780274,4.599486283,-0.378995363,0.843000144
ENSMUSG00000074884,Serf2,2.349443146,-0.366015643,0.214739897,2.836032508,0.031487857,1,2.660139537,-0.075421196,1,2.747213309,-0.028647169,1,5.011044992,0.941291615,0.035447138
ENSMUSG00000033228,Scaf11,0.981912655,0.352120574,0.218033683,0.754323459,-0.206099637,0.739119476,0.57948939,-0.589540848,0.491306333,1.004666921,0.346373211,0.380284953,0.263945015,-1.752085565,0.003346681
ENSMUSG00000037805,Rpl10a,7.012801069,-0.362606504,0.219489081,11.93199572,0.715002836,0.010506392,8.207774421,-0.020271059,1,7.26429111,-0.25395738,0.652391271,7.275106678,-0.207184635,1
ENSMUSG00000049517,Rps23,7.136423166,-0.361889,0.220693496,11.8132383,0.657771789,0.021088374,8.665548073,0.039040396,1,7.515675804,-0.222600645,0.733203941,7.527320803,-0.180992122,1
ENSMUSG00000046711,Hmga1,1.932452308,-0.36240603,0.222127654,2.922880041,0.471761029,0.13549253,1.688710163,-0.478947137,0.571800583,2.862298093,0.449589435,0.179525376,0.924785127,-1.375695835,0.015645125
ENSMUSG00000064345,mt-Nd2,4.315969443,0.347461111,0.222351119,3.884782262,0.081561402,1,2.232986195,-0.796095293,0.172786956,3.303456435,-0.224297333,0.732676398,3.705005954,-0.006572607,1
ENSMUSG00000031059,Ndufb11,1.280267834,-0.359603956,0.227349061,1.585625413,0.085503543,1,1.568525442,0.055530987,1,1.758239767,0.295646479,0.502172395,1.518172624,0.003195501,1
ENSMUSG00000020496,Rnf187,1.286500881,-0.361343741,0.228616615,1.360282382,-0.207045908,0.737166743,2.381494705,0.732951328,0.105894827,1.301678664,-0.296111883,0.563341866,2.771422659,0.961869306,0.031783306
ENSMUSG00000018666,Cbx1,0.932671585,-0.358347617,0.231285505,1.236919409,0.216861736,0.659502216,0.77239735,-0.558493061,0.448657813,1.522839071,0.66430408,0.019296376,0.513226418,-1.16339731,0.079001019
ENSMUSG00000003429,Rps11,11.2379758,-0.355038939,0.233238695,16.12041538,0.373021206,0.282008841,16.03356046,0.304837734,0.759041769,10.99292189,-0.352479828,0.420557829,18.42433963,0.519050678,0.429677797
ENSMUSG00000046434,Hnrnpa1,2.349858682,-0.355502619,0.233772707,3.311062196,0.337331601,0.357095295,2.477183177,-0.180364206,1,3.109032897,0.224122719,0.684688487,2.431226862,-0.205668949,1
ENSMUSG00000062825,Actg1,10.75325252,0.339768478,0.235990461,8.224856137,-0.223419721,0.695596628,8.008742398,-0.236519512,0.999638347,7.955962291,-0.292954693,0.563341866,11.74164288,0.36732849,0.706357787
ENSMUSG00000031231,Cox7b,0.884053819,-0.355171524,0.237692197,1.462591408,0.663423677,0.020815462,1.012766793,-0.047897137,1,0.872435666,-0.336324122,0.462948133,1.165268363,0.172510547,1
ENSMUSG00000005481,Ddx39,0.737369448,-0.354453183,0.238547611,0.961902222,0.188846137,0.730260204,0.443229005,-1.045135126,0.067566444,1.265642014,0.780807387,0.003990571,0.43795321,-1.04583715,0.13577519
ENSMUSG00000022255,Mtdh,0.707243055,-0.354145335,0.240138584,0.8780154,0.095051287,0.999562299,1.331983538,0.76843189,0.082038624,0.667259257,-0.417101428,0.292632491,1.231743404,0.618206665,0.285634957
ENSMUSG00000032399,Rpl4,4.537242608,-0.350233262,0.241182847,7.275125729,0.603152119,0.038948197,4.90078081,-0.138094552,1,5.252341704,-0.033239662,1,4.265155931,-0.349535376,0.888148392
ENSMUSG00000032249,Anp32a,1.396410274,-0.351011446,0.241647426,1.653392806,0.00915333,1,1.733875122,0.083634615,1,2.087219505,0.48053413,0.137737901,1.190685291,-0.498604454,0.644288746
ENSMUSG00000038803,Ost4,1.01183128,-0.350760128,0.243656023,1.476079093,0.410631044,0.220771277,0.992098083,-0.290167947,0.907738562,1.211296421,0.031114454,1,1.385222543,0.235538789,0.956130061
ENSMUSG00000064357,mt-Atp6,26.21370205,0.333072246,0.247269507,19.53806318,-0.274707102,0.5575836,16.74854473,-0.480357645,0.567071237,22.48192895,-0.02036205,1,24.13239498,0.093228835,1
ENSMUSG00000001750,Tcirg1,0.386448908,-0.353545155,0.248043053,0.242120395,-1.093993158,0.000594259,0.902533673,1.143419747,0.002172799,0.356588462,-0.456396569,0.234563053,1.181887124,1.573563077,2.30E-05
ENSMUSG00000032330,Cox7a2,1.548081082,-0.345516729,0.251644977,2.066576524,0.241470964,0.584581591,1.390162129,-0.423754974,0.665316961,2.297045805,0.470665265,0.149642688,1.297240871,-0.521157457,0.605474789
ENSMUSG00000030224,Strap,0.604397781,-0.347146447,0.253715197,1.025064064,0.724096792,0.010321692,0.509828182,-0.520997359,0.595005101,0.731776485,0.056569454,1,0.463370138,-0.655852256,0.518957258
ENSMUSG00000028234,Rps20,15.67195759,-0.342193773,0.255899843,23.96202388,0.5135432,0.093284103,15.34307244,-0.286859407,0.910016319,18.74806704,0.037735218,1,17.22485618,-0.102528792,1
ENSMUSG00000020321,Mdh1,0.984405874,-0.344366602,0.255899843,1.472460446,0.466997515,0.142125546,1.187302567,0.04246262,1,1.209843331,0.088421264,1,0.802588361,-0.561485846,0.658334268
ENSMUSG00000020849,Ywhae,1.631603911,-0.342759712,0.256817728,2.12283004,0.194598074,0.707301522,1.960465425,0.037383133,1,2.091869396,0.173514015,0.820225879,1.971767021,0.045351189,1
ENSMUSG00000014294,Ndufa2,1.068552007,-0.342905766,0.258007202,1.363243094,0.156999153,0.828659118,1.150558194,-0.136859873,1,1.471109041,0.317273839,0.44917027,1.203393754,-0.064332237,1
ENSMUSG00000064360,mt-Nd3,1.02595952,0.329680711,0.26094452,0.921439166,0.063972639,1,0.527434861,-0.815547592,0.214798579,0.826518,-0.141897607,0.954387933,0.838758604,-0.092720077,1
ENSMUSG00000064356,mt-Atp8,1.095561877,0.328907658,0.261221145,0.83985512,-0.227053771,0.689550296,0.695081065,-0.492557557,0.5507375,0.929106204,-0.044972643,1,1.002991058,0.083021685,1
ENSMUSG00000001289,Pfdn5,2.321394435,0.322204703,0.270522438,1.52575325,-0.503628017,0.15020752,2.972466711,0.629948416,0.199165089,1.676576069,-0.350281552,0.427353922,2.020645727,-0.00080149,1
ENSMUSG00000040242,Fgfr1op2,0.946384288,0.322785367,0.273005708,0.529638364,-0.777487391,0.014686487,0.753259656,-0.141614892,1,0.771300552,-0.125360244,0.979194855,1.386200117,0.832853587,0.083213181
ENSMUSG00000028809,Srrm1,0.865770215,-0.335375916,0.273776168,1.205996424,0.334000546,0.368182785,0.781583444,-0.40735291,0.698477752,1.21769002,0.368845961,0.328212421,0.730247875,-0.502965382,0.753373723
ENSMUSG00000020577,Tspan13,1.442534821,-0.335330154,0.274202968,1.168823048,-0.651006248,0.048041329,4.713231404,1.786321782,1.76E-08,1.280463539,-0.510374009,0.152983353,1.874987182,0.165270662,1
ENSMUSG00000028936,Rpl22,5.424828487,-0.331515851,0.277378761,8.170576429,0.493491664,0.111899751,7.544844683,0.281888224,0.805146241,5.846655807,-0.151816295,0.927163626,5.20460467,-0.304329065,0.960359777
ENSMUSG00000029465,Arpc3,2.996017878,0.315822073,0.283230469,2.126777655,-0.373652543,0.346358404,3.212070646,0.331385484,0.703715994,2.222066324,-0.306492246,0.531995516,2.832032255,0.123953539,1
ENSMUSG00000095079,Igha,0.013089398,-4.190665421,0.283461659,0.007566262,-4.705095217,1,0.008420586,-4.276359783,1,0.133974964,-0.349065071,0.911557838,1.606154296,5.177639592,0.004810655
ENSMUSG00000055762,Eef1d,1.010792439,-0.330248672,0.283461659,1.645826544,0.655325521,0.02270348,1.028076949,-0.217023131,1,1.051165824,-0.217415542,0.751210654,1.205348903,0.034342469,1
ENSMUSG00000021024,Psma6,0.836059358,-0.330279627,0.284416356,1.265539619,0.504867539,0.104912177,0.805314185,-0.302267355,0.888344829,1.118589234,0.271416518,0.567949984,0.501495529,-1.01383576,0.153821084
ENSMUSG00000007041,Clic1,3.381427944,-0.327349246,0.286142912,3.342643117,-0.298139748,0.496079744,5.018669008,0.391554752,0.583942756,5.142778664,0.542158656,0.075480338,2.896552148,-0.474705868,0.679443877
ENSMUSG00000032383,Ppib,1.066474325,-0.328331767,0.286950893,1.319819327,0.112651423,0.944671981,1.461354353,0.260619125,0.852031636,1.044190989,-0.326993665,0.483625973,2.231801739,0.940280341,0.036625178
ENSMUSG00000030707,Coro1a,5.040457261,0.310775076,0.293492147,3.334747887,-0.5005099,0.153143602,4.616011915,0.072786645,1,3.665566642,-0.346374251,0.435668805,6.860615246,0.703578915,0.18156394
ENSMUSG00000036427,Gpi1,0.983159265,-0.32494583,0.29394613,1.281988016,0.215417565,0.663458172,1.713206412,0.660678613,0.166775883,0.802687312,-0.64931495,0.044924039,1.909202276,0.819066292,0.090372804
ENSMUSG00000064367,mt-Nd5,3.394517343,0.310922909,0.294101128,2.37679328,-0.40139015,0.29606213,2.410584,-0.329545691,0.839169899,3.049456178,0.05179873,1,3.166362608,0.099879904,1
ENSMUSG00000020460,Rps27a,10.66266557,-0.322763198,0.294163641,16.78131195,0.592112551,0.04356241,13.37188991,0.121184262,1,10.24545202,-0.35657221,0.410737931,13.43871157,0.125863095,1
ENSMUSG00000000740,Rpl13,14.14693879,-0.322187197,0.295221888,22.23888987,0.590261852,0.044346682,15.86744527,-0.056920581,1,14.64076082,-0.219329507,0.742155362,16.71651763,0.025272868,1
ENSMUSG00000055681,Cope,0.835228285,0.3108479,0.298498514,0.544770889,-0.52462342,0.13183537,0.709625712,-0.045838583,1,0.612913664,-0.329460162,0.480750712,1.212191922,0.809683054,0.097733435
ENSMUSG00000006699,Cdc42,2.241195898,0.30729333,0.301908916,1.532661577,-0.445272209,0.224630112,2.147249324,0.143275511,1,1.84222841,-0.12148159,0.988611894,2.104717103,0.108309233,1
ENSMUSG00000040731,Eif4h,0.951370725,-0.318994167,0.306852445,1.27014517,0.266538002,0.515859971,1.004346208,-0.149710725,1,1.271163759,0.27976321,0.545176163,0.888614884,-0.335095292,0.913996195
ENSMUSG00000022336,Eif3e,1.736526867,0.302187021,0.314392195,1.497462008,-0.03295792,1,2.029361126,0.46401936,0.448963903,1.139223122,-0.538226149,0.120408422,1.255205183,-0.300952045,0.96828487
ENSMUSG00000029823,Luc7l2,0.731759706,-0.315821335,0.31615543,0.866501522,0.041122765,1,0.743308055,-0.207778879,1,1.059303132,0.448800528,0.185212876,0.757619951,-0.173870115,1
ENSMUSG00000064358,mt-Co3,22.08451625,0.299976267,0.316855719,16.09672969,-0.338694954,0.421219217,15.64085497,-0.341188432,0.813391056,20.06979836,0.065412178,1,19.1624081,-0.020618481,1
ENSMUSG00000020018,Snrpf,1.534368379,-0.31208011,0.320839655,2.53403995,0.70366986,0.012685079,1.192661122,-0.622216674,0.35165262,1.864315389,0.096569582,1,1.081196988,-0.759441024,0.29230761
ENSMUSG00000046668,Cxxc5,0.750666615,0.296705508,0.331499811,0.429632114,-0.757706858,0.018120392,1.018125348,0.709711719,0.124650241,0.605066974,-0.166388655,0.884922974,0.651064371,-0.021554692,1
ENSMUSG00000063457,Rps15,2.71864729,-0.303957139,0.336947087,4.308163986,0.625129305,0.030710407,3.112554635,-0.010026503,1,2.867238602,-0.167554113,0.877288216,2.482060717,-0.359855949,0.877346948
ENSMUSG00000037563,Rps16,13.99672235,-0.303132925,0.337332319,19.96736633,0.411884567,0.21431763,16.35813576,0.023262954,1,15.8657163,-0.029943207,1,15.12502694,-0.099585756,1
ENSMUSG00000035354,Uvrag,0.327027194,-0.309728739,0.338482561,0.284886226,-0.504451173,0.180665738,0.391174476,0.057386634,1,0.256615821,-0.705202788,0.034237596,1.282577259,2.07498982,9.92E-10
ENSMUSG00000047675,Rps8,14.70853631,-0.300471262,0.343804464,23.211977,0.620005072,0.032025557,14.98404929,-0.192691261,1,15.11010913,-0.213601913,0.7588389,17.05475828,0.012082127,1
ENSMUSG00000019849,Prep,0.886339269,-0.304503781,0.343804464,0.934926852,-0.161646123,0.864468689,2.357763963,1.422355623,3.06E-05,1.048259643,0.05095312,1,0.112421025,-3.272631937,4.80E-08
ENSMUSG00000055447,Cd47,2.421123185,0.289240205,0.344282737,1.31455584,-0.851994692,0.006443589,1.779805589,-0.289343081,0.907738562,2.208116653,0.063760333,1,3.455724551,0.766918246,0.124934524
ENSMUSG00000034892,Rps29,5.285831541,-0.298008261,0.350363147,7.539286975,0.416442909,0.207491977,5.8836928,-0.050442714,1,5.8353217,-0.075793541,1,6.41875174,0.086285519,1
ENSMUSG00000012848,Rps5,12.13698893,-0.296637048,0.353143443,17.53760921,0.443753482,0.166705147,12.38821241,-0.186734564,1,13.90724063,-0.003124632,1,13.66355362,-0.031068478,1
ENSMUSG00000044894,Uqcrq,1.077693809,-0.297993242,0.354153893,1.650432095,0.560420744,0.062112275,0.852775667,-0.583909903,0.407586879,1.263317069,0.039767211,1,1.168201086,-0.089998087,1
ENSMUSG00000019505,Ubb,9.64106918,-0.294549583,0.359024668,6.896483644,-0.828707272,0.008089067,9.784720448,-0.194121342,1,17.44202911,0.971487318,0.000128028,10.17165883,-0.130309732,1
ENSMUSG00000078348,Sf3b5,0.755029748,-0.29066357,0.371205351,1.021774385,0.319548769,0.402860439,0.55882068,-0.680934805,0.350031112,1.047387789,0.384902768,0.294389426,0.681369169,-0.366586371,0.969502057
ENSMUSG00000024991,Eif3a,0.705165373,-0.290532497,0.372877111,1.121122699,0.645401992,0.026154394,0.679770909,-0.270833371,1,0.752410373,-0.133409346,0.961160829,0.697987929,-0.224403731,1
ENSMUSG00000002014,Ssr4,0.769573524,-0.289669174,0.374897489,0.954664927,0.152498338,0.844785936,0.975256912,0.164450317,1,0.664934312,-0.519124375,0.143942605,1.783095214,1.143140036,0.005821374
ENSMUSG00000039001,Rps21,5.059987475,-0.286670166,0.375500228,7.848187859,0.597795711,0.041196237,5.853072488,0.019512694,1,4.943705236,-0.294252176,0.560981273,5.728584404,-0.014736969,1
ENSMUSG00000034994,Eef2,10.93671186,0.271283825,0.385040263,9.974965514,0.047230329,1,9.465503704,-0.043781899,1,8.182935061,-0.324401988,0.48465826,8.783503561,-0.159151768,1
ENSMUSG00000016319,Slc25a5,1.820465232,-0.282587719,0.388009128,3.240005123,0.896158696,0.000776634,1.409299824,-0.606779974,0.371549035,1.7843954,-0.284636758,0.58672273,1.640369391,-0.364022922,0.871018548
ENSMUSG00000032864,Rag2,0.407849036,0.274901671,0.395220809,0.146719696,-1.528333176,1.30E-06,1.025014918,1.812292715,1.80E-08,0.339151373,-0.124489384,0.988063639,0.017596334,-4.393992206,4.47E-11
ENSMUSG00000019982,Myb,1.06709763,0.270062286,0.396309281,0.929663365,-0.038618282,1,1.328155999,0.546649253,0.322190518,0.875341848,-0.154398498,0.923412311,0.217999031,-2.204972006,0.000163366
ENSMUSG00000052397,Ezr,0.889871329,-0.276002223,0.408738168,1.075067189,0.114688652,0.940092594,0.939278046,-0.117253413,1,1.232511546,0.39624676,0.271173824,0.740023617,-0.481038309,0.787342581
ENSMUSG00000009079,Ewsr1,1.489282673,-0.271673192,0.417690118,1.797151791,0.116362205,0.932882238,1.384803575,-0.313883124,0.863742171,2.218578906,0.555093864,0.066945333,0.912076664,-0.941497596,0.144023425
ENSMUSG00000006333,Rps9,16.17579555,0.259319384,0.418458607,14.69466838,0.030423457,1,15.7327159,0.13497354,1,11.24953771,-0.466085012,0.206203011,14.78385357,0.034020044,1
ENSMUSG00000005610,Eif4g2,2.145206975,0.259325679,0.421300894,1.705040771,-0.214179777,0.710806855,1.628235049,-0.258691337,0.963682509,2.117443792,0.19532689,0.763640851,1.166245937,-0.762195627,0.287699127
ENSMUSG00000016252,Atp5e,2.670237293,-0.267762664,0.426968825,3.63739838,0.353905173,0.322096594,2.562920049,-0.261524457,0.96029594,2.948030446,-0.048008457,1,3.68740962,0.312018069,0.814502152
ENSMUSG00000050552,Lamtor4,0.39912277,-0.271440689,0.42775842,0.370088919,-0.363396527,0.377242943,0.791535045,0.925879992,0.022261281,0.271146728,-0.921533094,0.002263445,1.127142972,1.502030709,6.43E-05
ENSMUSG00000028648,Ndufs5,0.822762191,-0.267069722,0.433447081,1.053355306,0.233625169,0.609642287,1.040325073,0.178218991,1,0.985776742,0.111458651,0.979194855,0.75273208,-0.328433712,1
ENSMUSG00000020737,Jpt1,1.342806071,-0.26617843,0.435048245,0.944795889,-0.833393713,0.008126895,0.826748403,-0.94517319,0.082261141,2.623700598,1.195585561,9.70E-07,1.21903494,-0.340285719,0.905516062
ENSMUSG00000027187,Cat,0.705165373,-0.265255007,0.441736177,0.563522061,-0.61685419,0.065685281,2.449624897,1.976853136,1.74E-10,0.592279776,-0.54868464,0.114138577,0.504428251,-0.701415525,0.457819347
ENSMUSG00000020186,Csrp2,0.67026031,-0.26516365,0.442027939,0.959270478,0.454794052,0.159923854,0.359788657,-1.150859022,0.038177166,1.061046841,0.695237637,0.013564275,0.058654448,-3.773218636,8.74E-10
